Query.Mass,Matched.Compound,Matched.Form,Mass.Diff
165.05458,C05583,M-H2O+H[1+],3.53323000013006e-06
191.08148,C16453,M-NH3+H[1+],9.64667700031896e-05
191.08148,C00328,M-H2O+H[1+],3.53323000013006e-06
191.08148,C02700,M-HCOOH+H[1+],9.64667700031896e-05
191.08148,C05647,M-H2O+H[1+],3.53323000013006e-06
191.08148,C00931,M-H4O2+H[1+],3.53322997170835e-06
210.12361,C19574,M+H[1+],6.64667699936672e-05
247.07131,C11736,M+H[1+],0.00116646677000176
247.07131,C12739,M+H[1+],0.00116646677000176
247.07131,C04376,M-HCOONa+H[1+],6.64667699936672e-05
168.06527,C00250,M+H[1+],0.000206466770009683
168.06527,C00822,M-CO+H[1+],0.000206466770009683
168.06527,C05578,M+H2O+H[1+],0.000306466770013003
218.11359,C21016,M-C3H4O2+H[1+],1.35332299464608e-05
117.06582,C16622,M+H[1+],5.6466769990493e-05
170.08116,C00547,M+H[1+],1.64667700062182e-05
170.08116,C00314,M+H[1+],1.64667700062182e-05
170.08116,C00355,M-CO+H[1+],8.35332299971014e-05
156.06548,C00108,M+H2O+H[1+],9.64667700031896e-05
156.06548,C00847,M-CO+H[1+],3.53323000013006e-06
219.09759,C05770,M+3H[3+],0.00064686656332924
212.10297,C03373,M-HCOOK+H[1+],9.35332300002756e-05
87.08042,C01571,M+2H[2+],6.46676998883322e-06
87.08042,C00233,M-CO2+H[1+],5.64667699762822e-05
87.08042,C00671,M-CO2+H[1+],5.64667699762822e-05
115.08655,C00077,M-H2O+H[1+],2.64667699951815e-05
115.08655,C00515,M-H2O+H[1+],2.64667699951815e-05
154.04985,C00632,M+H[1+],2.64667700093923e-05
154.04985,C00624,M-H4O2+H[1+],7.35332299655056e-05
228.09789,C00881,M+H[1+],1.35332300033042e-05
162.11235,C00487,M[1+],0.000650000000007367
165.12733,C06429,M+2H[2+],4.64667700157406e-05
199.10774,C00214,M-CO2+H[1+],3.64667700125665e-05
199.10774,C05636,M+H2O+H[1+],3.64667700125665e-05
199.10774,C05638,M+H2O+H[1+],3.64667700125665e-05
199.10774,C00931,M-CO+H[1+],6.35332299907532e-05
146.1175,C01181,M[1+],0.000599999999991496
146.1175,C01996,M[1+],0.000599999999991496
145.10836,C05933,M-HCOOH+H[1+],0.000116466769981116
156.0768,C05504,M(C13)+3H[3+],0.000256866563319136
156.0768,C00135,M+H[1+],2.35332299780566e-05
156.0768,C00881,M-C3H4O2+H[1+],2.35332299780566e-05
156.0768,C03771,M-H2O+H[1+],0.000123533229981376
156.0768,C07054,M+H2O+H[1+],2.35332299780566e-05
173.08086,C03771,M[1+],0.000859999999988759
210.08732,C00386,M-NH3+H[1+],5.6466769990493e-05
210.08732,C00881,M-H2O+H[1+],4.35332300128266e-05
155.07028,C03765,M+H2O+H[1+],3.53322997170835e-06
155.07028,C05582,M-CO+H[1+],0.00010353323000345
155.07028,C05583,M-CO+H[1+],0.00010353323000345
155.07028,C05584,M-CO2+H[1+],3.53323000013006e-06
155.07028,C07086,M+H2O+H[1+],3.53322997170835e-06
148.07565,C00788,M-H4O2+H[1+],7.35332299939273e-05
148.07565,C05589,M-H4O2+H[1+],7.35332299939273e-05
148.07565,C00079,M-H2O+H[1+],2.64667700093923e-05
148.07565,C05598,M-HCOOH+H[1+],0.000126466770012712
148.07565,C00954,M-CO+H[1+],7.35332299939273e-05
148.07565,C05634,M-CO+H[1+],7.35332299939273e-05
148.07565,C05635,M-CO2+H[1+],2.64667700093923e-05
148.07565,C01233,M-HCOONa+H[1+],0.000126466770041134
148.07565,C16587,M-HCOOH+H[1+],0.000126466770012712
148.07565,C16595,M-HCOOH+H[1+],0.000126466770012712
148.07565,C16596,M-CO2+H[1+],2.64667700093923e-05
195.08768,C07481,M+H[1+],3.53323000013006e-06
201.12326,C05341,M-NH3+H[1+],0.000116466770009538
134.04473,C00049,M+H[1+],4.64667700157406e-05
134.04473,C00402,M+H[1+],4.64667700157406e-05
134.04473,C16630,M(C13)+H[1+],0.000553533229975756
134.04473,C01044,M-CO+H[1+],5.3533229987579e-05
74.02362,C00940,M-C3H4O2+H[1+],5.6466769990493e-05
114.05491,C03912,M+H[1+],6.64667699936672e-05
114.05491,C03564,M+H[1+],6.64667699936672e-05
114.05491,C00430,M-H2O+H[1+],3.35332300096525e-05
114.05491,C01110,M-H2O+H[1+],3.35332300096525e-05
114.05491,C01157,M-H2O+H[1+],3.35332300096525e-05
114.05491,C01165,M-H2O+H[1+],3.35332300096525e-05
114.05491,C05147,M-H2O+H[1+],3.35332300096525e-05
114.05491,C02220,M-CO2+H[1+],6.64667699794563e-05
114.05491,C03824,M-CO+H[1+],3.35332300238633e-05
114.05491,C03440,M-H2O+H[1+],3.35332300096525e-05
114.05491,C00931,M+2H[2+],6.64667699936672e-05
142.08629,C00547,M-CO+H[1+],0.000113533229978202
142.08629,C00314,M-CO+H[1+],0.000113533229978202
262.13971,C21016,M-CO+H[1+],3.35332299528091e-05
183.0917,C00978,M-H4O2+H[1+],0.000123533229981376
140.07059,C00250,M-CO+H[1+],0.000113533230006624
140.07059,C00847,M-CO2+H[1+],8.64667700000155e-05
233.14965,C00449,M-CO2+H[1+],7.3533230022349e-05
135.08042,C06205,M-CO+H[1+],4.35332300128266e-05
137.09609,C00951,M+2H[2+],1.35332300033042e-05
226.07097,C00214,M-NH3+H[1+],0.000106466770034785
226.07097,C16365,M[1+],0.000769999999988613
226.07097,C01252,M+H2O+H[1+],0.000106466770034785
226.07097,C14801,M+H2O+H[1+],0.000106466770034785
175.07136,C00439,M+H[1+],1.64667700062182e-05
175.07136,C03680,M+H2O+H[1+],1.64667700346399e-05
146.08115,C04076,M+H[1+],2.64667700093923e-05
146.08115,C16741,M-NH3+H[1+],2.64667700093923e-05
146.08115,C02946,M+H[1+],2.64667700093923e-05
146.08115,C00624,M-CO2+H[1+],2.64667700093923e-05
146.08115,C03090,M-HCOOK+H[1+],7.35332299939273e-05
146.08115,C00450,M+H2O+H[1+],2.64667700093923e-05
163.13285,C06423,M+H2O+H[1+],2.64667700378141e-05
309.13099,C19559,M(Cl37)+H[1+],0.000913533229947916
217.07069,C07481,M+Na[1+],0.00101353323000808
217.07069,C05584,M+H2O+H[1+],1.35332300033042e-05
111.05544,C05130,M+H[1+],0.000163533230008284
111.05544,C00064,M-H4O2+H[1+],0.000263533230011603
111.05544,C21028,M-H2O+H[1+],0.000163533229994073
111.05544,C21029,M-H4O2+H[1+],0.000263533230011603
111.05544,C00785,M-CO+H[1+],0.000263533230011603
111.05544,C03680,M-HCOOH+H[1+],6.3533230004964e-05
111.05544,C00819,M-H4O2+H[1+],0.000263533230011603
189.12341,C21015,M-CO2+H[1+],3.35332300096525e-05
365.1058,C00089,M+Na[1+],0.000323533229959594
365.1058,C00243,M+Na[1+],0.000323533229959594
365.1058,C01235,M+Na[1+],0.000323533229959594
365.1058,C05400,M+Na[1+],0.000323533229959594
365.1058,C05402,M+Na[1+],0.000323533229959594
365.1058,C00208,M+Na[1+],0.000323533229959594
365.1058,C00252,M+Na[1+],0.000323533229959594
365.1058,C01083,M+Na[1+],0.000323533229959594
173.10732,C05490,M+2H[2+],0.000643533229975901
173.10732,C00978,M-HCOOH+H[1+],5.64667700189148e-05
173.10732,C06212,M-H2O+H[1+],4.35332299844049e-05
104.10689,C00123,M-CO+H[1+],1.35332300033042e-05
104.10689,C00407,M-CO+H[1+],1.35332300033042e-05
124.07569,C00547,M-HCOOH+H[1+],8.64667700000155e-05
124.07569,C00250,M-CO2+H[1+],1.35332300033042e-05
124.07569,C00314,M-HCOOH+H[1+],8.64667700000155e-05
124.07569,C16586,M-C3H4O2+H[1+],1.35332300175151e-05
165.12737,C06429,M+2H[2+],6.46677000304408e-06
245.09542,C00214,M(Cl37)+H[1+],0.000643533229975901
245.09542,C00475,M(C13)+H[1+],0.000756466770013731
245.09542,C00120,M+H[1+],5.64667700189148e-05
104.10691,C00123,M-CO+H[1+],3.35332299954416e-05
104.10691,C00407,M-CO+H[1+],3.35332299954416e-05
116.07053,C00077,M-NH3+H[1+],0.000146466769990639
116.07053,C00148,M+H[1+],4.64667699873189e-05
116.07053,C00763,M+H[1+],4.64667699873189e-05
116.07053,C00515,M-NH3+H[1+],0.000146466769990639
116.07053,C00956,M-HCOOH+H[1+],0.000146466769990639
226.10735,C00386,M[1+],0.000750000000010687
258.10999,C00670,M[1+],0.00060999999999467
143.08148,C05827,M+H2O+H[1+],9.64667700031896e-05
153.12739,C00219,M+2H[2+],1.35332299748825e-05
353.23228,C00427,M+H[1+],3.53322997170835e-06
353.23228,C00584,M+H[1+],3.53322997170835e-06
353.23228,C00696,M+H[1+],3.53322997170835e-06
353.23228,C01312,M+H[1+],3.53322997170835e-06
353.23228,C02198,M+H[1+],3.53322997170835e-06
353.23228,C05960,M+H[1+],3.53322997170835e-06
353.23228,C04671,M+H[1+],3.53322997170835e-06
353.23228,C05949,M+H2O+H[1+],3.53322997170835e-06
228.06892,C00120,M-NH3+H[1+],5.64667700189148e-05
250.11866,C11061,M+H+Na[2+],0.000116466769981116
206.09239,C19563,M-H2O+H[1+],1.35332300033042e-05
206.09239,C19566,M-H2O+H[1+],1.35332300033042e-05
200.09179,C00082,M+H2O+H[1+],1.35332299748825e-05
200.09179,C16362,M[1+],0.000889999999998281
255.10867,C05401,M+H[1+],0.00119353322997995
255.10867,C03406,M-H4O2+H[1+],6.46677000304408e-06
255.10867,C04677,M-HCOOK+H[1+],0.000106466770006364
309.13095,C19559,M(Cl37)+H[1+],0.000873533229935219
307.10247,C00089,M-H4O2+H[1+],0.000193533230003595
307.10247,C00243,M-H4O2+H[1+],0.000193533230003595
307.10247,C01235,M-H4O2+H[1+],0.000193533230003595
307.10247,C05400,M-H4O2+H[1+],0.000193533230003595
307.10247,C05402,M-H4O2+H[1+],0.000193533230003595
307.10247,C00208,M-H4O2+H[1+],0.000193533230003595
307.10247,C00252,M-H4O2+H[1+],0.000193533230003595
307.10247,C01083,M-H4O2+H[1+],0.000193533230003595
163.11173,C11736,M-HCOOK+H[1+],0.000553533229975756
163.11173,C12739,M-HCOOK+H[1+],0.000553533229975756
231.04342,C01107,M(S34)+H[1+],0.000443533229997684
231.04342,C01107,M(Cl37)+H[1+],0.000956466769991948
323.25821,C05476,M-CO+H[1+],0.000233533230016292
323.25821,C00219,M+H2O+H[1+],0.00013353322998455
101.05968,C00719,M-NH3+H[1+],9.64667699889787e-05
101.05968,C00183,M-NH3+H[1+],9.64667699889787e-05
249.12341,C05643,M+H[1+],3.35332300096525e-05
219.07644,C03838,M-HCOONa+H[1+],3.64667700409882e-05
219.07644,C02700,M-H2O+H[1+],6.35332299907532e-05
219.07644,C16582,M-H4O2+H[1+],6.35332299623315e-05
219.07644,C16584,M-H4O2+H[1+],6.35332299623315e-05
219.07644,C11736,M-CO+H[1+],0.00103646677001734
219.07644,C12739,M-CO+H[1+],0.00103646677001734
101.09607,C02373,M+H[1+],6.46677000304408e-06
101.09607,C02679,M+2H[2+],6.46677000304408e-06
144.0655,C00624,M-HCOOH+H[1+],7.6466770025263e-05
144.0655,C00956,M-H2O+H[1+],2.35332299780566e-05
144.0655,C03287,M-HCOOK+H[1+],2.35332299780566e-05
144.0655,C00329,M-H4O2+H[1+],2.35332299780566e-05
197.09209,C00214,M-HCOOH+H[1+],8.64667700000155e-05
197.09209,C21015,M-H4O2+H[1+],0.000113533230006624
197.09209,C03227,M-CO+H[1+],0.000113533230006624
197.09209,C05651,M-CO+H[1+],0.000113533230006624
146.06001,C00082,M-H4O2+H[1+],3.35332299812308e-05
146.06001,C05635,M-HCOOH+H[1+],6.64667699936672e-05
146.06001,C14040,M-CO+H[1+],3.35332300096525e-05
146.06001,C14800,M-CO2+H[1+],6.64667699936672e-05
146.06001,C14802,M-CO2+H[1+],6.64667699936672e-05
146.06001,C16596,M-HCOOH+H[1+],6.64667699936672e-05
145.07601,C05636,M-H4O2+H[1+],3.35332299812308e-05
145.07601,C05638,M-H4O2+H[1+],3.35332299812308e-05
241.1069,C00670,M-H2O+H[1+],0.000376466769978379
132.0654,C00430,M+H[1+],7.64667699968413e-05
132.0654,C01110,M+H[1+],7.64667699968413e-05
132.0654,C01157,M+H[1+],7.64667699968413e-05
132.0654,C01165,M+H[1+],7.64667699968413e-05
132.0654,C05147,M+H[1+],7.64667699968413e-05
132.0654,C03440,M+H[1+],7.64667699968413e-05
132.0654,C01042,M-CO2+H[1+],0.000176466770000161
132.0654,C03912,M+H2O+H[1+],0.000176466770000161
132.0654,C03564,M+H2O+H[1+],0.000176466770000161
132.0654,C06055,M-HCOOK+H[1+],7.64667699968413e-05
323.25817,C05476,M-CO+H[1+],0.000193533230003595
323.25817,C00219,M+H2O+H[1+],9.35332299718539e-05
179.05502,C00198,M+H[1+],4.35332300128266e-05
179.05502,C01040,M+H[1+],4.35332300128266e-05
179.05502,C00257,M-H2O+H[1+],4.35332300128266e-05
179.05502,C00800,M-H2O+H[1+],4.35332300128266e-05
179.05502,C00322,M+H2O+H[1+],5.64667700189148e-05
179.05502,C16241,M-CO+H[1+],0.000756466769985309
150.0583,C00025,M(Cl37)+H[1+],0.000623533229997975
150.0583,C00073,M+H[1+],2.35332300064783e-05
150.0583,C05938,M(Cl37)+H[1+],0.000623533229997975
150.0583,C00217,M(Cl37)+H[1+],0.000623533229997975
198.08737,C00475,M-HCOOH+H[1+],6.46677000304408e-06
198.08737,C07585,M+H2O+H[1+],6.46677003146578e-06
349.11086,C16608,M+K[1+],1.64667700346399e-05
146.06,C00082,M-H4O2+H[1+],2.35332299780566e-05
146.06,C05635,M-HCOOH+H[1+],7.64667699968413e-05
146.06,C14040,M-CO+H[1+],2.35332300064783e-05
146.06,C14800,M-CO2+H[1+],7.64667699968413e-05
146.06,C14802,M-CO2+H[1+],7.64667699968413e-05
146.06,C16596,M-HCOOH+H[1+],7.64667699968413e-05
163.07533,C06205,M+H[1+],4.64667699873189e-05
163.07533,C14786,M+H2O+H[1+],4.64667700157406e-05
163.07533,C14787,M+H2O+H[1+],4.64667700157406e-05
154.04987,C00632,M+H[1+],6.46677000304408e-06
154.04987,C00624,M-H4O2+H[1+],9.35332299718539e-05
287.2007,C00280,M+H[1+],0.000123533229952955
287.2007,C05139,M-H2O+H[1+],0.000223533229984696
287.2007,C05294,M-H2O+H[1+],0.000223533229984696
287.2007,C18045,M-H2O+H[1+],0.000223533229984696
287.2007,C18075,M-H2O+H[1+],0.000223533229984696
287.2007,C03740,M+HCOONa[1+],0.00117646677000494
89.05968,C00246,M+H[1+],3.53323000013006e-06
89.05968,C01801,M-HCOOH+H[1+],9.64667699747679e-05
89.05968,C00141,M-CO+H[1+],0.00010353323000345
89.05968,C00093,M-HCOOK+H[1+],3.53323000013006e-06
151.11177,C00777,M+2H[2+],4.35332299844049e-05
151.11177,C15493,M+2H[2+],4.35332299844049e-05
158.08114,C00437,M-NH3+H[1+],3.64667700125665e-05
375.21553,C00427,M+Na[1+],0.00125353322999899
375.21553,C00584,M+Na[1+],0.00125353322999899
375.21553,C00696,M+Na[1+],0.00125353322999899
375.21553,C01312,M+Na[1+],0.00125353322999899
375.21553,C02198,M+Na[1+],0.00125353322999899
375.21553,C05960,M+Na[1+],0.00125353322999899
375.21553,C04671,M+Na[1+],0.00125353322999899
136.06176,C00147,M+H[1+],1.64667700062182e-05
214.10739,C16586,M+H2O+H[1+],1.35332300033042e-05
150.05493,C05578,M+H[1+],4.64667699873189e-05
150.05493,C00822,M-HCOOH+H[1+],0.000146466769990639
150.05493,C01693,M-CO2+H[1+],4.64667699873189e-05
150.05493,C04185,M-CO2+H[1+],4.64667699873189e-05
150.05493,C00250,M-H2O+H[1+],5.35332300160007e-05
252.10912,C00559,M+H[1+],4.35332299844049e-05
130.09746,C00327,M-HCOOH+H[1+],0.000116466769981116
130.09746,C03771,M-CO2+H[1+],1.64667700062182e-05
130.09746,C00388,M+H2O+H[1+],1.64667700062182e-05
394.29529,C01921,M-C3H4O2+H[1+],0.000113533229978202
400.34244,C02990,M+H[1+],0.000263533229997392
400.34244,C01829,M+H+Na[2+],0.000813533230029861
200.0918,C00082,M+H2O+H[1+],2.35332299780566e-05
200.0918,C16362,M[1+],0.000900000000001455
181.05058,C03765,M+HCOO[-],0.000534999999985075
181.05058,C05581,M-H+O[-],5.3533229987579e-05
181.05058,C05582,M-H[-],4.35332299844049e-05
181.05058,C05583,M-H[-],4.35332299844049e-05
181.05058,C07086,M+HCOO[-],0.000534999999985075
137.02436,C00156,M-H[-],6.35332299907532e-05
137.02436,C05585,M-H[-],6.35332299907532e-05
135.02989,C00186,M+HCOO[-],0.000544999999988249
135.02989,C00577,M+HCOO[-],0.000544999999988249
135.02989,C03547,M+CH3COO[-],0.000551005999994914
135.02989,C01013,M+HCOO[-],0.000544999999988249
135.02989,C00160,M+CH3COO[-],0.000594999999975698
135.02989,C00184,M+HCOO[-],0.000544999999988249
135.02989,C00256,M+HCOO[-],0.000544999999988249
135.0312,C00155,M(C13)-H[-],0.000323533229988016
135.0312,C00262,M-H[-],2.35332299780566e-05
135.0312,C00148,M+Na-2H[-],0.000452933540003642
135.0312,C00763,M+Na-2H[-],0.000452933540003642
105.01931,C00186,M-H+O[-],2.35332300064783e-05
105.01931,C00258,M-H[-],1.35332300033042e-05
105.01931,C00577,M-H+O[-],2.35332300064783e-05
105.01931,C01013,M-H+O[-],2.35332300064783e-05
105.01931,C00058,M+CH3COO[-],0.000514999999992938
105.01931,C00184,M-H+O[-],2.35332300064783e-05
105.01931,C00256,M-H+O[-],2.35332300064783e-05
128.0353,C00022,M+ACN-H[-],3.14667699967686e-05
128.0353,C00025,M-H2O-H[-],2.35332299780566e-05
128.0353,C00222,M+ACN-H[-],3.14667699967686e-05
128.0353,C03912,M-H+O[-],3.35332300096525e-05
128.0353,C03564,M-H+O[-],3.35332300096525e-05
128.0353,C04281,M-H[-],2.35332299780566e-05
128.0353,C05938,M-H2O-H[-],2.35332299780566e-05
128.0353,C00217,M-H2O-H[-],2.35332299780566e-05
128.0353,C02237,M-H[-],2.35332299780566e-05
128.0353,C04282,M-H[-],2.35332299780566e-05
128.0353,C01879,M-H[-],2.35332299780566e-05
149.0091,C01180,M(Cl37)-H[-],0.000223533229984696
149.0091,C00149,M-H+O[-],3.35332300096525e-05
149.0091,C01146,M+HCOO[-],0.000454999999988104
149.0091,C00383,M+HCOO[-],0.000454999999988104
149.0091,C00168,M+HCOO[-],0.000454999999988104
175.02483,C00122,M+CH3COO[-],0.000535000000013497
175.02483,C00191,M-H2O-H[-],6.46677003146578e-06
175.02483,C00618,M-H2O-H[-],6.46677003146578e-06
175.02483,C02670,M-H[-],6.46677000304408e-06
175.02483,C03289,M-H[-],6.46677000304408e-06
175.02483,C00322,M-H+O[-],3.53323000013006e-06
217.04662,C00337,M+CH3COO[-],0.000524999999981901
183.01594,C00366,M-H+O[-],6.46677000304408e-06
183.01594,C11821,M-H[-],8.35332299971014e-05
183.01594,C12248,M-H2O-H[-],1.64667700062182e-05
183.01594,C05947,M+Na-2H[-],0.000392933539984597
165.05566,C05581,M-H[-],6.35332299907532e-05
165.05566,C05594,M-H2O-H[-],6.35332299907532e-05
165.05566,C00601,M+HCOO[-],0.000514999999978727
165.05566,C00588,M-H2O-H[-],0.000363533230000712
159.07747,C00188,M+ACN-H[-],1.46677001566786e-06
159.07747,C05519,M+ACN-H[-],1.46677001566786e-06
92.04319,C00116,M(C13)-H[-],0.000233533230016292
88.98804,C00048,M-H+O[-],6.46676998883322e-06
135.04512,C03765,M-H[-],3.53323000013006e-06
135.04512,C00601,M-H+O[-],1.35332300033042e-05
135.04512,C07086,M-H[-],3.53323000013006e-06
335.04311,C19488,M+Br[-],0.000389999999981683
347.18488,C05140,M+HCOO[-],0.000965000000007876
347.18488,C05141,M+CH3COO[-],0.000915000000020427
347.18488,C05284,M+HCOO[-],0.000965000000007876
347.18488,C05290,M+HCOO[-],0.000965000000007876
347.18488,C05295,M+HCOO[-],0.000965000000007876
347.18488,C05301,M+CH3COO[-],0.000915000000020427
347.18488,C05302,M+HCOO[-],0.000965000000007876
317.1749,C00951,M+HCOO[-],0.000345000000038453
317.1749,C05140,M-H+O[-],0.000933533230011108
317.1749,C05284,M-H+O[-],0.000933533230011108
317.1749,C05290,M-H+O[-],0.000933533230011108
317.1749,C05295,M-H+O[-],0.000933533230011108
317.1749,C05302,M-H+O[-],0.000933533230011108
145.06194,C00064,M-H[-],0.000116466770009538
145.06194,C21029,M-H[-],0.000116466770009538
145.06194,C00065,M+ACN-H[-],7.14667700094651e-05
145.06194,C00740,M+ACN-H[-],7.14667700094651e-05
145.06194,C00819,M-H[-],0.000116466770009538
257.10309,C00670,M-H[-],0.000233533229959448
347.18503,C05140,M+HCOO[-],0.000815000000045529
347.18503,C05141,M+CH3COO[-],0.00076500000005808
347.18503,C05284,M+HCOO[-],0.000815000000045529
347.18503,C05290,M+HCOO[-],0.000815000000045529
347.18503,C05295,M+HCOO[-],0.000815000000045529
347.18503,C05301,M+CH3COO[-],0.00076500000005808
347.18503,C05302,M+HCOO[-],0.000815000000045529
118.99856,C01146,M-H+O[-],7.35332300081382e-05
118.99856,C00383,M-H+O[-],7.35332300081382e-05
118.99856,C00048,M+HCOO[-],0.000515000000007149
118.99856,C00168,M-H+O[-],7.35332300081382e-05
161.0456,C00031,M-H2O-H[-],7.6466770025263e-05
161.0456,C00221,M-H2O-H[-],7.6466770025263e-05
161.0456,C00267,M-H2O-H[-],7.6466770025263e-05
161.0456,C00095,M-H2O-H[-],7.6466770025263e-05
161.0456,C00159,M-H2O-H[-],7.6466770025263e-05
161.0456,C00124,M-H2O-H[-],7.6466770025263e-05
161.0456,C00137,M-H2O-H[-],7.6466770025263e-05
161.0456,C00984,M-H2O-H[-],7.6466770025263e-05
161.0456,C00232,M+CH3COO[-],0.000604999999978872
161.0456,C00109,M+CH3COO[-],0.000604999999978872
161.0456,C00141,M+HCOO[-],0.000654999999994743
161.0456,C00164,M+CH3COO[-],0.000604999999978872
161.0456,C00349,M+CH3COO[-],0.000604999999978872
161.0456,C06002,M+CH3COO[-],0.000604999999978872
177.04034,C00042,M+CH3COO[-],0.00044499999998493
177.04034,C00198,M-H[-],8.35332299971014e-05
177.04034,C00257,M-H2O-H[-],8.35332299971014e-05
177.04034,C00800,M-H2O-H[-],8.35332299971014e-05
177.04034,C01040,M-H[-],8.35332299971014e-05
177.04034,C02170,M+CH3COO[-],0.00044499999998493
160.02521,C00940,M-H+O[-],7.64667699968413e-05
160.02521,C01044,M-H[-],8.64667700000155e-05
122.02479,C03824,M-H2O-H[-],6.64667699936672e-05
122.02479,C00253,M-H[-],6.64667699936672e-05
122.02479,C07446,M-H[-],6.64667699936672e-05
122.02479,C11736,M-2H[2-],0.00053353323001204
122.02479,C12739,M-2H[2-],0.00053353323001204
72.99308,C00048,M-H[-],4.35332299986158e-05
547.15161,C01246,M+Br81[-],0.0021406419999721
103.04007,C06001,M-H[-],4.64667699873189e-05
103.04007,C05984,M-H[-],4.64667699873189e-05
103.04007,C00246,M-H+O[-],3.64667699841448e-05
103.04007,C01089,M-H[-],4.64667699873189e-05
254.06701,C00822,M+CH3COO[-],0.000515000000007149
254.06701,C16591,M+HCOO[-],0.000564999999994598
246.06194,C11736,M(C13)-H[-],0.000616466769997714
246.06194,C12739,M(C13)-H[-],0.000616466769997714
246.06194,C16241,M+ACN-H[-],0.00082853322999199
246.06194,C00931,M+Na-2H[-],0.000907066460030137
180.03357,C00097,M+CH3COO[-],0.00057499999996935
180.03357,C00155,M+HCOO[-],0.000524999999981901
189.07686,C00233,M+CH3COO[-],0.000565000000023019
189.07686,C00671,M+CH3COO[-],0.000565000000023019
347.18485,C05140,M+HCOO[-],0.00099500000004582
347.18485,C05141,M+CH3COO[-],0.000945000000058371
347.18485,C05284,M+HCOO[-],0.00099500000004582
347.18485,C05290,M+HCOO[-],0.00099500000004582
347.18485,C05295,M+HCOO[-],0.00099500000004582
347.18485,C05301,M+CH3COO[-],0.000945000000058371
347.18485,C05302,M+HCOO[-],0.00099500000004582
237.11326,C11061,M-2H[2-],3.64667700125665e-05
129.01924,C02266,M-H2O-H[-],8.35332299971014e-05
129.01924,C02630,M-H2O-H[-],8.35332299971014e-05
125.09707,C06423,M-H2O-H[-],5.35332300160007e-05
184.06154,C00547,M-H+O[-],6.46677000304408e-06
184.06154,C00314,M-H+O[-],6.46677000304408e-06
117.01928,C00042,M-H[-],4.35332300128266e-05
117.01928,C02170,M-H[-],4.35332300128266e-05
117.01928,C00232,M-H+O[-],5.35332300160007e-05
117.01928,C00109,M-H+O[-],5.35332300160007e-05
117.01928,C00546,M+HCOO[-],0.000534999999999286
117.01928,C00164,M-H+O[-],5.35332300160007e-05
117.01928,C00349,M-H+O[-],5.35332300160007e-05
117.01928,C06002,M-H+O[-],5.35332300160007e-05
218.04588,C00331,M-H+O[-],4.64667700157406e-05
218.04588,C14040,M+HCOO[-],0.000535000000013497
132.03024,C16630,M(C13)-H[-],0.000616466769997714
132.03024,C00049,M-H[-],1.64667700062182e-05
132.03024,C00402,M-H[-],1.64667700062182e-05
132.03024,C03508,M-H+O[-],6.46677000304408e-06
132.03024,C02218,M+HCOO[-],0.00059500000000412
187.06117,C05587,M+Na-2H[-],0.000877066460020615
187.06117,C00255,M-2H[2-],0.000703533229994946
182.04586,C00047,M+K-2H[-],0.00058706646001383
182.04586,C00108,M+HCOO[-],0.000515000000007149
182.04586,C00250,M-H+O[-],2.64667700093923e-05
182.04586,C00847,M-H[-],6.35332299907532e-05
182.04586,C00253,M+CH3COO[-],0.000564999999994598
182.04586,C07446,M+CH3COO[-],0.000564999999994598
75.00872,C00033,M-H+O[-],1.35332300033042e-05
75.00872,C03547,M-H[-],4.75272300093366e-05
75.00872,C00160,M-H[-],3.53323001434092e-06
170.04588,C00624,M-H2O-H[-],5.64667700189148e-05
152.00231,C00606,M-H[-],1.35332300033042e-05
160.0403,C05637,M-H[-],0.000123533229981376
160.0403,C05639,M-H[-],0.000123533229981376
160.04031,C05637,M-H[-],0.000113533229978202
160.04031,C05639,M-H[-],0.000113533229978202
267.09884,C00328,M+CH3COO[-],0.000744999999994889
267.09884,C05647,M+CH3COO[-],0.000744999999994889
166.0179,C00097,M+HCOO[-],0.000554999999991423
189.07687,C00233,M+CH3COO[-],0.000575000000026193
189.07687,C00671,M+CH3COO[-],0.000575000000026193
437.29005,C02528,M+HCOO[-],0.000295000000051004
437.29006,C02528,M+HCOO[-],0.000285000000076252
212.05639,C00355,M-H+O[-],4.35332300128266e-05
212.05639,C00632,M+CH3COO[-],0.0004950000000008
212.05639,C00250,M+HCOO[-],0.000544999999988249
145.08695,C02373,M+HCOO[-],0.000505000000003974
152.03522,C00108,M-H+O[-],0.000113533229978202
152.03522,C00632,M-H[-],0.000103533229975028
152.03522,C16632,M+HCOO[-],0.00072499999998854
164.03519,C05578,M-H+O[-],0.000143533229987725
164.03519,C05653,M-H[-],0.00013353322998455
164.03519,C00847,M-H2O-H[-],0.00013353322998455
469.28019,C05466,M+Na-2H[-],0.00135706646000244
115.00366,C00122,M-H[-],6.3533230004964e-05
115.00366,C00149,M-H2O-H[-],3.64667699841448e-05
